FileName                      ,EmoClass
MSP-PODCAST_0023_0001.wav     ,joy
MSP-PODCAST_0023_0004.wav     ,neutral
MSP-PODCAST_0023_0005.wav     ,neutral
MSP-PODCAST_0023_0006.wav     ,joy
MSP-PODCAST_0023_0018.wav     ,joy
MSP-PODCAST_0023_0021.wav     ,joy
MSP-PODCAST_0023_0044.wav     ,surprise
MSP-PODCAST_0023_0048.wav     ,neutral
MSP-PODCAST_0023_0064.wav     ,joy
MSP-PODCAST_0023_0073.wav     ,neutral
MSP-PODCAST_0023_0078.wav     ,surprise
MSP-PODCAST_0023_0084.wav     ,surprise
MSP-PODCAST_0023_0092.wav     ,neutral
MSP-PODCAST_0023_0094.wav     ,joy
MSP-PODCAST_0023_0120.wav     ,surprise
MSP-PODCAST_0023_0127.wav     ,anger
MSP-PODCAST_0023_0139.wav     ,neutral
MSP-PODCAST_0023_0144.wav     ,surprise
MSP-PODCAST_0023_0148.wav     ,disgust
MSP-PODCAST_0023_0154.wav     ,anger
MSP-PODCAST_0023_0172.wav     ,joy
MSP-PODCAST_0023_0179.wav     ,fear
MSP-PODCAST_0023_0184.wav     ,neutral
MSP-PODCAST_0023_0200.wav     ,neutral
MSP-PODCAST_0023_0202.wav     ,neutral
MSP-PODCAST_0023_0205.wav     ,joy
MSP-PODCAST_0023_0206.wav     ,neutral
MSP-PODCAST_0023_0216.wav     ,disgust
MSP-PODCAST_0023_0218.wav     ,joy
MSP-PODCAST_0023_0219.wav     ,surprise
MSP-PODCAST_0023_0220.wav     ,neutral
MSP-PODCAST_0023_0221.wav     ,surprise
MSP-PODCAST_0023_0222.wav     ,joy
MSP-PODCAST_0023_0229.wav     ,joy
MSP-PODCAST_0023_0246.wav     ,joy
MSP-PODCAST_0023_0247.wav     ,joy
MSP-PODCAST_0023_0248.wav     ,surprise
MSP-PODCAST_0023_0278.wav     ,joy
MSP-PODCAST_0023_0281.wav     ,joy
MSP-PODCAST_0023_0285.wav     ,neutral
MSP-PODCAST_0023_0318.wav     ,neutral
MSP-PODCAST_0023_0319.wav     ,neutral
MSP-PODCAST_0023_0319_0002.wav,neutral
MSP-PODCAST_0023_0322.wav     ,neutral
MSP-PODCAST_0023_0323.wav     ,neutral
MSP-PODCAST_0023_0324.wav     ,surprise
MSP-PODCAST_0023_0325.wav     ,neutral
MSP-PODCAST_0023_0326.wav     ,neutral
MSP-PODCAST_0023_0327.wav     ,joy
MSP-PODCAST_0023_0328.wav     ,neutral
MSP-PODCAST_0023_0329.wav     ,neutral
MSP-PODCAST_0023_0330.wav     ,anger
MSP-PODCAST_0023_0331.wav     ,anger
MSP-PODCAST_0023_0332.wav     ,neutral
MSP-PODCAST_0023_0333.wav     ,neutral
MSP-PODCAST_0023_0334.wav     ,surprise
MSP-PODCAST_0023_0335.wav     ,neutral
MSP-PODCAST_0023_0336.wav     ,neutral
MSP-PODCAST_0023_0337.wav     ,joy
MSP-PODCAST_0023_0338.wav     ,joy
MSP-PODCAST_0023_0339.wav     ,joy
MSP-PODCAST_0023_0339_0001.wav,neutral
MSP-PODCAST_0023_0340.wav     ,joy
MSP-PODCAST_0023_0341.wav     ,neutral
MSP-PODCAST_0023_0342.wav     ,joy
MSP-PODCAST_0023_0342_0001.wav,joy
MSP-PODCAST_0023_0342_0002.wav,neutral
MSP-PODCAST_0023_0343.wav     ,neutral
MSP-PODCAST_0023_0344.wav     ,joy
MSP-PODCAST_0023_0345.wav     ,neutral
MSP-PODCAST_0023_0345_0002.wav,neutral
MSP-PODCAST_0023_0346.wav     ,joy
MSP-PODCAST_0023_0347.wav     ,neutral
MSP-PODCAST_0023_0348.wav     ,joy
MSP-PODCAST_0023_0349.wav     ,joy
MSP-PODCAST_0023_0350.wav     ,neutral
MSP-PODCAST_0023_0351.wav     ,joy
MSP-PODCAST_0023_0352.wav     ,neutral
MSP-PODCAST_0023_0353.wav     ,neutral
MSP-PODCAST_0023_0354.wav     ,joy
MSP-PODCAST_0023_0355.wav     ,surprise
MSP-PODCAST_0023_0356.wav     ,surprise
MSP-PODCAST_0023_0357.wav     ,anger
MSP-PODCAST_0023_0358.wav     ,neutral
MSP-PODCAST_0023_0359.wav     ,disgust
MSP-PODCAST_0023_0360.wav     ,neutral
MSP-PODCAST_0023_0361.wav     ,neutral
MSP-PODCAST_0023_0363.wav     ,surprise
MSP-PODCAST_0023_0364.wav     ,neutral
MSP-PODCAST_0023_0365.wav     ,surprise
MSP-PODCAST_0023_0366.wav     ,neutral
MSP-PODCAST_0023_0367.wav     ,neutral
MSP-PODCAST_0023_0368.wav     ,surprise
MSP-PODCAST_0023_0369.wav     ,neutral
MSP-PODCAST_0023_0370.wav     ,neutral
MSP-PODCAST_0023_0371.wav     ,neutral
MSP-PODCAST_0023_0372.wav     ,anger
MSP-PODCAST_0023_0373.wav     ,joy
MSP-PODCAST_0023_0374.wav     ,neutral
MSP-PODCAST_0023_0375.wav     ,surprise
MSP-PODCAST_0023_0376.wav     ,neutral
MSP-PODCAST_0023_0378.wav     ,neutral
MSP-PODCAST_0023_0379.wav     ,neutral
MSP-PODCAST_0023_0380.wav     ,neutral
MSP-PODCAST_0023_0382.wav     ,surprise
MSP-PODCAST_0023_0383.wav     ,neutral
MSP-PODCAST_0023_0384.wav     ,neutral
MSP-PODCAST_0023_0385.wav     ,joy
MSP-PODCAST_0023_0386.wav     ,fear
MSP-PODCAST_0023_0387.wav     ,neutral
MSP-PODCAST_0023_0388.wav     ,sadness
MSP-PODCAST_0023_0389.wav     ,neutral
MSP-PODCAST_0023_0391.wav     ,surprise
MSP-PODCAST_0023_0392.wav     ,neutral
MSP-PODCAST_0023_0393.wav     ,neutral
MSP-PODCAST_0023_0394.wav     ,neutral
MSP-PODCAST_0023_0395.wav     ,surprise
MSP-PODCAST_0023_0396.wav     ,neutral
MSP-PODCAST_0023_0397.wav     ,sadness
MSP-PODCAST_0023_0398.wav     ,neutral
MSP-PODCAST_0023_0399.wav     ,surprise
MSP-PODCAST_0023_0400.wav     ,neutral
MSP-PODCAST_0023_0401.wav     ,surprise
MSP-PODCAST_0023_0402.wav     ,neutral
MSP-PODCAST_0023_0403.wav     ,joy
MSP-PODCAST_0023_0404.wav     ,joy
MSP-PODCAST_0023_0405.wav     ,neutral
MSP-PODCAST_0023_0406.wav     ,joy
MSP-PODCAST_0023_0407.wav     ,surprise
MSP-PODCAST_0023_0408.wav     ,surprise
MSP-PODCAST_0023_0409.wav     ,surprise
MSP-PODCAST_0023_0410.wav     ,joy
MSP-PODCAST_0023_0411.wav     ,neutral
MSP-PODCAST_0023_0412.wav     ,joy
MSP-PODCAST_0023_0413.wav     ,neutral
MSP-PODCAST_0023_0414.wav     ,joy
MSP-PODCAST_0023_0415.wav     ,joy
MSP-PODCAST_0023_0416.wav     ,neutral
MSP-PODCAST_0023_0417.wav     ,neutral
MSP-PODCAST_0023_0418.wav     ,neutral
MSP-PODCAST_0023_0419.wav     ,joy
MSP-PODCAST_0023_0420.wav     ,neutral
MSP-PODCAST_0023_0421.wav     ,surprise
MSP-PODCAST_0023_0422.wav     ,sadness
MSP-PODCAST_0023_0423.wav     ,neutral
MSP-PODCAST_0023_0425.wav     ,neutral
MSP-PODCAST_0023_0426.wav     ,neutral
MSP-PODCAST_0023_0427.wav     ,neutral
MSP-PODCAST_0023_0428.wav     ,neutral
MSP-PODCAST_0023_0429.wav     ,surprise
MSP-PODCAST_0023_0431.wav     ,surprise
MSP-PODCAST_0023_0433.wav     ,neutral
MSP-PODCAST_0023_0434.wav     ,surprise
MSP-PODCAST_0023_0435.wav     ,surprise
MSP-PODCAST_0023_0436.wav     ,surprise
MSP-PODCAST_0023_0437.wav     ,neutral
MSP-PODCAST_0023_0438.wav     ,neutral
MSP-PODCAST_0023_0439.wav     ,neutral
MSP-PODCAST_0023_0440.wav     ,anger
MSP-PODCAST_0023_0441.wav     ,neutral
MSP-PODCAST_0023_0442.wav     ,neutral
MSP-PODCAST_0023_0443.wav     ,neutral
MSP-PODCAST_0023_0444.wav     ,neutral
MSP-PODCAST_0023_0445.wav     ,neutral
MSP-PODCAST_0023_0446.wav     ,neutral
MSP-PODCAST_0023_0447.wav     ,neutral
MSP-PODCAST_0023_0448.wav     ,neutral
MSP-PODCAST_0023_0449.wav     ,neutral
MSP-PODCAST_0023_0450.wav     ,neutral
MSP-PODCAST_0023_0451.wav     ,neutral
MSP-PODCAST_0023_0452.wav     ,neutral
MSP-PODCAST_0023_0453.wav     ,neutral
MSP-PODCAST_0023_0454.wav     ,neutral
MSP-PODCAST_0023_0455.wav     ,surprise
MSP-PODCAST_0023_0456.wav     ,neutral
MSP-PODCAST_0023_0457.wav     ,neutral
MSP-PODCAST_0023_0458.wav     ,neutral
MSP-PODCAST_0023_0459.wav     ,anger
MSP-PODCAST_0023_0460.wav     ,neutral
MSP-PODCAST_0023_0461.wav     ,neutral
MSP-PODCAST_0023_0462.wav     ,neutral
MSP-PODCAST_0023_0463.wav     ,joy
MSP-PODCAST_0023_0464.wav     ,joy
MSP-PODCAST_0023_0465.wav     ,joy
MSP-PODCAST_0023_0466.wav     ,surprise
MSP-PODCAST_0023_0467.wav     ,joy
MSP-PODCAST_0023_0468.wav     ,neutral
MSP-PODCAST_0023_0469.wav     ,neutral
MSP-PODCAST_0023_0470.wav     ,surprise
MSP-PODCAST_0023_0471.wav     ,neutral
MSP-PODCAST_0023_0472.wav     ,neutral
MSP-PODCAST_0023_0473.wav     ,surprise
MSP-PODCAST_0023_0474.wav     ,neutral
MSP-PODCAST_0023_0475.wav     ,neutral
MSP-PODCAST_0023_0476.wav     ,surprise
MSP-PODCAST_0023_0479.wav     ,neutral
MSP-PODCAST_0023_0480.wav     ,neutral
MSP-PODCAST_0023_0481.wav     ,neutral
MSP-PODCAST_0023_0483.wav     ,neutral
MSP-PODCAST_0023_0484.wav     ,neutral
MSP-PODCAST_0023_0485.wav     ,neutral
MSP-PODCAST_0023_0486.wav     ,joy
MSP-PODCAST_0023_0487.wav     ,neutral
MSP-PODCAST_0023_0516.wav     ,neutral
MSP-PODCAST_0023_0541.wav     ,neutral
MSP-PODCAST_0023_0553.wav     ,disgust
MSP-PODCAST_0023_0569.wav     ,sadness
MSP-PODCAST_0023_0589.wav     ,joy
MSP-PODCAST_0023_0591.wav     ,joy
MSP-PODCAST_0023_0596.wav     ,surprise
MSP-PODCAST_0023_0608.wav     ,neutral
MSP-PODCAST_0023_0611.wav     ,neutral
MSP-PODCAST_0023_0628.wav     ,surprise
MSP-PODCAST_0023_0635.wav     ,neutral
MSP-PODCAST_0023_0641.wav     ,neutral
MSP-PODCAST_0023_0673.wav     ,neutral
MSP-PODCAST_0023_0691.wav     ,neutral
MSP-PODCAST_0023_0692.wav     ,neutral
MSP-PODCAST_0023_0714.wav     ,joy
MSP-PODCAST_0023_0718.wav     ,joy
MSP-PODCAST_0023_0719.wav     ,joy
MSP-PODCAST_0023_0734.wav     ,neutral
MSP-PODCAST_0023_0750.wav     ,surprise
MSP-PODCAST_0023_0751.wav     ,surprise
MSP-PODCAST_0023_0758.wav     ,neutral
MSP-PODCAST_0023_0768.wav     ,neutral
MSP-PODCAST_0023_0783.wav     ,neutral
MSP-PODCAST_0023_0786.wav     ,neutral
MSP-PODCAST_0023_0788.wav     ,sadness
MSP-PODCAST_0023_0789.wav     ,neutral
MSP-PODCAST_0023_0817.wav     ,neutral
MSP-PODCAST_0024_0003.wav     ,neutral
MSP-PODCAST_0024_0010.wav     ,surprise
MSP-PODCAST_0024_0036.wav     ,fear
MSP-PODCAST_0024_0039.wav     ,disgust
MSP-PODCAST_0024_0055.wav     ,neutral
MSP-PODCAST_0024_0057.wav     ,neutral
MSP-PODCAST_0024_0069.wav     ,surprise
MSP-PODCAST_0024_0105.wav     ,neutral
MSP-PODCAST_0024_0112.wav     ,neutral
MSP-PODCAST_0024_0139.wav     ,neutral
MSP-PODCAST_0024_0140.wav     ,neutral
MSP-PODCAST_0024_0151.wav     ,neutral
MSP-PODCAST_0024_0191.wav     ,joy
MSP-PODCAST_0024_0193.wav     ,neutral
MSP-PODCAST_0024_0221.wav     ,surprise
MSP-PODCAST_0024_0249.wav     ,neutral
MSP-PODCAST_0024_0276.wav     ,joy
MSP-PODCAST_0024_0282.wav     ,joy
MSP-PODCAST_0024_0312.wav     ,surprise
MSP-PODCAST_0024_0393.wav     ,sadness
MSP-PODCAST_0024_0420.wav     ,disgust
MSP-PODCAST_0024_0435.wav     ,surprise
MSP-PODCAST_0024_0438.wav     ,neutral
MSP-PODCAST_0024_0446.wav     ,surprise
MSP-PODCAST_0024_0449.wav     ,neutral
MSP-PODCAST_0024_0464.wav     ,neutral
MSP-PODCAST_0024_0469.wav     ,neutral
MSP-PODCAST_0024_0479.wav     ,disgust
MSP-PODCAST_0024_0488.wav     ,surprise
MSP-PODCAST_0024_0494.wav     ,neutral
MSP-PODCAST_0024_0501.wav     ,surprise
MSP-PODCAST_0024_0503.wav     ,surprise
MSP-PODCAST_0024_0516.wav     ,disgust
MSP-PODCAST_0024_0518.wav     ,anger
MSP-PODCAST_0024_0520.wav     ,neutral
MSP-PODCAST_0024_0522.wav     ,surprise
MSP-PODCAST_0024_0535.wav     ,joy
MSP-PODCAST_0024_0545.wav     ,surprise
MSP-PODCAST_0024_0548.wav     ,neutral
MSP-PODCAST_0024_0549.wav     ,neutral
MSP-PODCAST_0024_0551.wav     ,neutral
MSP-PODCAST_0024_0552.wav     ,neutral
MSP-PODCAST_0024_0553.wav     ,joy
MSP-PODCAST_0024_0557.wav     ,neutral
MSP-PODCAST_0024_0562.wav     ,neutral
MSP-PODCAST_0024_0572.wav     ,joy
MSP-PODCAST_0024_0575.wav     ,neutral
MSP-PODCAST_0024_0576.wav     ,neutral
MSP-PODCAST_0024_0582.wav     ,neutral
MSP-PODCAST_0024_0593.wav     ,neutral
MSP-PODCAST_0024_0595.wav     ,neutral
MSP-PODCAST_0024_0596.wav     ,neutral
MSP-PODCAST_0024_0599.wav     ,neutral
MSP-PODCAST_0024_0600.wav     ,surprise
MSP-PODCAST_0024_0615.wav     ,neutral
MSP-PODCAST_0024_0623.wav     ,neutral
MSP-PODCAST_0024_0641.wav     ,surprise
MSP-PODCAST_0024_0642.wav     ,neutral
MSP-PODCAST_0024_0645.wav     ,fear
MSP-PODCAST_0024_0646.wav     ,surprise
MSP-PODCAST_0024_0649.wav     ,neutral
MSP-PODCAST_0024_0651.wav     ,neutral
MSP-PODCAST_0024_0652.wav     ,surprise
MSP-PODCAST_0024_0653.wav     ,neutral
MSP-PODCAST_0024_0656.wav     ,surprise
MSP-PODCAST_0024_0658.wav     ,neutral
MSP-PODCAST_0024_0677.wav     ,neutral
MSP-PODCAST_0024_0680.wav     ,surprise
MSP-PODCAST_0024_0681.wav     ,anger
MSP-PODCAST_0024_0691.wav     ,neutral
MSP-PODCAST_0024_0699.wav     ,joy
MSP-PODCAST_0024_0700.wav     ,neutral
MSP-PODCAST_0024_0702.wav     ,neutral
MSP-PODCAST_0024_0708.wav     ,surprise
MSP-PODCAST_0024_0709.wav     ,joy
MSP-PODCAST_0025_0026.wav     ,surprise
MSP-PODCAST_0025_0037.wav     ,joy
MSP-PODCAST_0027_0024.wav     ,neutral
MSP-PODCAST_0027_0034.wav     ,joy
MSP-PODCAST_0027_0054.wav     ,neutral
MSP-PODCAST_0027_0073.wav     ,neutral
MSP-PODCAST_0027_0109.wav     ,neutral
MSP-PODCAST_0027_0122.wav     ,neutral
MSP-PODCAST_0027_0140.wav     ,neutral
MSP-PODCAST_0027_0212.wav     ,neutral
MSP-PODCAST_0027_0213.wav     ,neutral
MSP-PODCAST_0027_0280.wav     ,neutral
MSP-PODCAST_0027_0317.wav     ,neutral
MSP-PODCAST_0027_0343.wav     ,neutral
MSP-PODCAST_0027_0361.wav     ,neutral
MSP-PODCAST_0027_0391.wav     ,neutral
MSP-PODCAST_0027_0491.wav     ,neutral
MSP-PODCAST_0027_0630.wav     ,neutral
MSP-PODCAST_0027_0660.wav     ,neutral
MSP-PODCAST_0027_0735.wav     ,surprise
MSP-PODCAST_0027_0774.wav     ,neutral
MSP-PODCAST_0027_0784.wav     ,neutral
MSP-PODCAST_0027_1086.wav     ,neutral
MSP-PODCAST_0027_1134.wav     ,neutral
MSP-PODCAST_0027_1215.wav     ,neutral
MSP-PODCAST_0028_0081.wav     ,disgust
MSP-PODCAST_0028_0116.wav     ,surprise
MSP-PODCAST_0032_0001.wav     ,sadness
MSP-PODCAST_0032_0004.wav     ,neutral
MSP-PODCAST_0032_0007.wav     ,neutral
MSP-PODCAST_0032_0008.wav     ,neutral
MSP-PODCAST_0032_0011.wav     ,neutral
MSP-PODCAST_0032_0014.wav     ,neutral
MSP-PODCAST_0032_0022.wav     ,neutral
MSP-PODCAST_0032_0025.wav     ,surprise
MSP-PODCAST_0033_0001.wav     ,joy
MSP-PODCAST_0033_0010.wav     ,neutral
MSP-PODCAST_0033_0012.wav     ,neutral
MSP-PODCAST_0033_0014.wav     ,neutral
MSP-PODCAST_0033_0015.wav     ,neutral
MSP-PODCAST_0033_0025.wav     ,surprise
MSP-PODCAST_0033_0028.wav     ,neutral
MSP-PODCAST_0033_0031.wav     ,neutral
MSP-PODCAST_0033_0036.wav     ,neutral
MSP-PODCAST_0033_0039.wav     ,neutral
MSP-PODCAST_0033_0046.wav     ,neutral
MSP-PODCAST_0033_0052.wav     ,neutral
MSP-PODCAST_0033_0053.wav     ,surprise
MSP-PODCAST_0033_0063.wav     ,joy
MSP-PODCAST_0033_0072.wav     ,joy
MSP-PODCAST_0033_0074.wav     ,neutral
MSP-PODCAST_0033_0076.wav     ,neutral
MSP-PODCAST_0033_0079.wav     ,surprise
MSP-PODCAST_0033_0082.wav     ,neutral
MSP-PODCAST_0033_0085.wav     ,neutral
MSP-PODCAST_0033_0086.wav     ,joy
MSP-PODCAST_0033_0096.wav     ,surprise
MSP-PODCAST_0033_0099.wav     ,neutral
MSP-PODCAST_0033_0101.wav     ,neutral
MSP-PODCAST_0033_0108.wav     ,neutral
MSP-PODCAST_0033_0117.wav     ,neutral
MSP-PODCAST_0035_0003.wav     ,neutral
MSP-PODCAST_0035_0006.wav     ,neutral
MSP-PODCAST_0035_0007.wav     ,neutral
MSP-PODCAST_0035_0008.wav     ,neutral
MSP-PODCAST_0035_0009.wav     ,neutral
